"","varcode","nro","wave","russian","english"
"238","pb15.9.5",238,"h20","Кем 15-ый член семьи приходится 5-му члену семьи?","Who the 15th member of the family has to 5th member of the family?"
"239","pb15.9.6",239,"h20","Кем 15-ый член семьи приходится 6-му члену семьи?","Who the 15th member of the family has to 6th family member?"
"240","pb15.9.7",240,"h20","Кем 15-ый член семьи приходится 7-му члену семьи?","Who the 15th member of the family has to 7th member of the family?"
"241","pb15.9.8",241,"h20","Кем 15-ый член семьи приходится 8-му члену семьи?","Who the 15th member of the family has to 8th member of the family?"
"242","pb15.9.9",242,"h20","Кем 15-ый член семьи приходится 9-му члену семьи?","Who the 15th member of the family has to the 9th member of the family?"
"243","pb159.10",243,"h20","Кем 15-ый член семьи приходится 10-му члену семьи?","Who the 15th member of the family has to 10th member of the family?"
"244","pb159.11",244,"h20","Кем 15-ый член семьи приходится 11-му члену семьи?","Who the 15th member of the family for 11 th member of the family?"
"245","pb159.12",245,"h20","Кем 15-ый член семьи приходится 12-му члену семьи?","Who the 15th member of the family has to 12th member of the family?"
"246","pb159.13",246,"h20","Кем 15-ый член семьи приходится 13-му члену семьи?","Who the 15th member of the family for 13 th member of the family?"
"247","pb159.14",247,"h20","Кем 15-ый член семьи приходится 14-му члену семьи?","Who the 15th member of the family has to 14th member of the family?"
"248","pb16.1",248,"h20","Наличие индивидуального вопросника","The presence of individual questionnaire"
"249","pidind16",249,"h20","индивидуальный номер 16-го члена","individual number 16th member"
"250","pb16.2.1",250,"h20","Сейчас является членом Вашей семьи; домохозяйства?","Is now a member of your family; household?"
"251","pb162.23",251,"h20","Почему (он/она) больше не является членом Вашей семьи; домохозяйства?","Why (he / she) is no longer a member of your family; household?"
"252","pb16.3",252,"h20","Сколько месяцев из последних 12 (он/она) жили в Вашей семье; домохозяйстве?","How many months of the last 12 (he / she) live in your household; household?"
"253","pb16.4",253,"h20","Какого пола этот человек?","What sex is this person?"
"254","pb16.5",254,"h20","В каком году (он/она) родились?","In what year did (he / she) is born?"
"255","pb16.9.1",255,"h20","Кем 16-ый член семьи приходится 1-му члену семьи?","Who the 16th member of the family has to 1st family member?"
"256","pb16.9.2",256,"h20","Кем 16-ый член семьи приходится 2-му члену семьи?","Who the 16th member of the family has to 2nd family member?"
"257","pb16.9.3",257,"h20","Кем 16-ый член семьи приходится 3-му члену семьи?","Who the 16th member of the family has to 3rd family member?"
"258","pb16.9.4",258,"h20","Кем 16-ый член семьи приходится 4-му члену семьи?","Who the 16th member of the family has to 4th member of the family?"
"259","pb16.9.5",259,"h20","Кем 16-ый член семьи приходится 5-му члену семьи?","Who the 16th member of the family has to 5th member of the family?"
"260","pb16.9.6",260,"h20","Кем 16-ый член семьи приходится 6-му члену семьи?","Who the 16th member of the family has to 6th family member?"
"261","pb16.9.7",261,"h20","Кем 16-ый член семьи приходится 7-му члену семьи?","Who the 16th member of the family has to 7th member of the family?"
"262","pb16.9.8",262,"h20","Кем 16-ый член семьи приходится 8-му члену семьи?","Who the 16th member of the family has to 8th member of the family?"
"263","pb16.9.9",263,"h20","Кем 16-ый член семьи приходится 9-му члену семьи?","Who the 16th member of the family has to the 9th member of the family?"
"264","pb169.10",264,"h20","Кем 16-ый член семьи приходится 10-му члену семьи?","Who the 16th member of the family has to 10th member of the family?"
"265","pb169.11",265,"h20","Кем 16-ый член семьи приходится 11-му члену семьи?","Who the 16th member of the family for 11 th member of the family?"
"266","pb169.12",266,"h20","Кем 16-ый член семьи приходится 12-му члену семьи?","Who the 16th member of the family has to 12th member of the family?"
"267","pb169.13",267,"h20","Кем 16-ый член семьи приходится 13-му члену семьи?","Who the 16th member of the family for 13 th member of the family?"
"268","pb169.14",268,"h20","Кем 16-ый член семьи приходится 14-му члену семьи?","Who the 16th member of the family has to 14th member of the family?"
"269","pb169.15",269,"h20","Кем 16-ый член семьи приходится 15-му члену семьи?","Who the 16th member of the family has to 15th member of the family?"
"270","pb17.1",270,"h20","Наличие индивидуального вопросника","The presence of individual questionnaire"
"271","pidind17",271,"h20","индивидуальный номер 17-го члена","individual number 17th member"
"272","pb17.2.1",272,"h20","Сейчас является членом Вашей семьи; домохозяйства?","Is now a member of your family; household?"
"273","pb172.23",273,"h20","Почему (он/она) больше не является членом Вашей семьи; домохозяйства?","Why (he / she) is no longer a member of your family; household?"
"274","pb17.3",274,"h20","Сколько месяцев из последних 12 (он/она) жили в Вашей семье; домохозяйстве?","How many months of the last 12 (he / she) live in your household; household?"
"275","pb17.4",275,"h20","Какого пола этот человек?","What sex is this person?"
