"","varcode","nro","wave","russian","english"
"181","qj72.1b",181,"i21","Сколько лет Вы проучились на профессиональных курсах? (первые)","How long have you been studying in professional courses? (first)"
"182","qJ721dac",182,"i21","Код профессии по ISCO88 первой специальности профессиональных курсов","Code profession ISCO88 first specialty professional courses"
"183","qj72.1c",183,"i21","Получили ли диплом на профессиональных курсах? (первые)","Have a diploma in professional courses? (first)"
"184","qj72.1e",184,"i21","В каком году окончили/ушли с профессиональных курсов? (первые)","In what year finished / went to vocational courses? (first)"
"185","qj72.1a2",185,"i21","Вы учились или учитесь на профессиональных курсах; например; курсы трактористов; шоферов; машинисток; бухгалтеров? (вторые)","You have studied or studying in professional courses; for example; Courses tractor; drivers; typists; Accountants? (second)"
"186","qj72.1b2",186,"i21","Сколько лет Вы проучились на профессиональных курсах? (вторые)","How long have you been studying in professional courses? (second)"
"187","qJ721dbc",187,"i21","Код профессии по ISCO88 второй специальности профессиональных курсов","Code profession ISCO88 second specialty professional courses"
"188","qj72.1c2",188,"i21","Получили ли диплом на профессиональных курсах? (вторые)","Have a diploma in professional courses? (second)"
"189","qj72.1e2",189,"i21","В каком году окончили/ушли с профессиональных курсов? (вторые)","In what year finished / went to vocational courses? (second)"
"190","qj72.1a3",190,"i21","Вы учились или учитесь на профессиональных курсах; например; курсы трактористов; шоферов; машинисток; бухгалтеров? (третьи)","You have studied or studying in professional courses; for example; Courses tractor; drivers; typists; Accountants? (third)"
"191","qj72.1b3",191,"i21","Сколько лет Вы проучились на профессиональных курсах? (третьи)","How long have you been studying in professional courses? (third)"
"192","qJ721dcc",192,"i21","Код профессии по ISCO88 третьей специальности профессиональных курсов","Code profession ISCO88 third special professional courses"
"193","qj72.1c3",193,"i21","Получили ли диплом на профессиональных курсах? (третьи)","Have a diploma in professional courses? (third)"
"194","qj72.1e3",194,"i21","В каком году окончили/ушли с профессиональных курсов? (третьи)","In what year finished / went to vocational courses? (third)"
"195","qj72.1a4",195,"i21","Вы учились или учитесь на профессиональных курсах; например; курсы трактористов; шоферов; машинисток; бухгалтеров? (четвертые)","You have studied or studying in professional courses; for example; Courses tractor; drivers; typists; Accountants? (fourth)"
