"","varcode","nro","wave","russian","english"
"237","qb15.9.4",237,"h21","Кем 15-ый член семьи приходится 4-му члену семьи?","Who the 15th member of the family has to 4th member of the family?"
"238","qb15.9.5",238,"h21","Кем 15-ый член семьи приходится 5-му члену семьи?","Who the 15th member of the family has to 5th member of the family?"
"239","qb15.9.6",239,"h21","Кем 15-ый член семьи приходится 6-му члену семьи?","Who the 15th member of the family has to 6th family member?"
"240","qb15.9.7",240,"h21","Кем 15-ый член семьи приходится 7-му члену семьи?","Who the 15th member of the family has to 7th member of the family?"
"241","qb15.9.8",241,"h21","Кем 15-ый член семьи приходится 8-му члену семьи?","Who the 15th member of the family has to 8th member of the family?"
"242","qb15.9.9",242,"h21","Кем 15-ый член семьи приходится 9-му члену семьи?","Who the 15th member of the family has to the 9th member of the family?"
"243","qb159.10",243,"h21","Кем 15-ый член семьи приходится 10-му члену семьи?","Who the 15th member of the family has to 10th member of the family?"
"244","qb159.11",244,"h21","Кем 15-ый член семьи приходится 11-му члену семьи?","Who the 15th member of the family for 11 th member of the family?"
"245","qb159.12",245,"h21","Кем 15-ый член семьи приходится 12-му члену семьи?","Who the 15th member of the family has to 12th member of the family?"
"246","qb159.13",246,"h21","Кем 15-ый член семьи приходится 13-му члену семьи?","Who the 15th member of the family for 13 th member of the family?"
"247","qb159.14",247,"h21","Кем 15-ый член семьи приходится 14-му члену семьи?","Who the 15th member of the family has to 14th member of the family?"
"248","qb16.1",248,"h21","Наличие индивидуального вопросника","The presence of individual questionnaire"
"249","qidind16",249,"h21","индивидуальный номер 16-го члена","individual number 16th member"
"250","qb16.2.1",250,"h21","Сейчас является членом Вашей семьи; домохозяйства?","Is now a member of your family; household?"
"251","qb162.23",251,"h21","Почему (он/она) больше не является членом Вашей семьи; домохозяйства?","Why (he / she) is no longer a member of your family; household?"
"252","qb16.3",252,"h21","Сколько месяцев из последних 12 (он/она) жили в Вашей семье; домохозяйстве?","How many months of the last 12 (he / she) live in your household; household?"
"253","qb16.4",253,"h21","Какого пола этот человек?","What sex is this person?"
"254","qb16.5",254,"h21","В каком году (он/она) родились?","In what year did (he / she) is born?"
"255","qb16.9.1",255,"h21","Кем 16-ый член семьи приходится 1-му члену семьи?","Who the 16th member of the family has to 1st family member?"
"256","qb16.9.2",256,"h21","Кем 16-ый член семьи приходится 2-му члену семьи?","Who the 16th member of the family has to 2nd family member?"
"257","qb16.9.3",257,"h21","Кем 16-ый член семьи приходится 3-му члену семьи?","Who the 16th member of the family has to 3rd family member?"
"258","qb16.9.4",258,"h21","Кем 16-ый член семьи приходится 4-му члену семьи?","Who the 16th member of the family has to 4th member of the family?"
"259","qb16.9.5",259,"h21","Кем 16-ый член семьи приходится 5-му члену семьи?","Who the 16th member of the family has to 5th member of the family?"
"260","qb16.9.6",260,"h21","Кем 16-ый член семьи приходится 6-му члену семьи?","Who the 16th member of the family has to 6th family member?"
"261","qb16.9.7",261,"h21","Кем 16-ый член семьи приходится 7-му члену семьи?","Who the 16th member of the family has to 7th member of the family?"
"262","qb16.9.8",262,"h21","Кем 16-ый член семьи приходится 8-му члену семьи?","Who the 16th member of the family has to 8th member of the family?"
"263","qb16.9.9",263,"h21","Кем 16-ый член семьи приходится 9-му члену семьи?","Who the 16th member of the family has to the 9th member of the family?"
"264","qb169.10",264,"h21","Кем 16-ый член семьи приходится 10-му члену семьи?","Who the 16th member of the family has to 10th member of the family?"
"265","qb169.11",265,"h21","Кем 16-ый член семьи приходится 11-му члену семьи?","Who the 16th member of the family for 11 th member of the family?"
"266","qb169.12",266,"h21","Кем 16-ый член семьи приходится 12-му члену семьи?","Who the 16th member of the family has to 12th member of the family?"
"267","qb169.13",267,"h21","Кем 16-ый член семьи приходится 13-му члену семьи?","Who the 16th member of the family for 13 th member of the family?"
"268","qb169.14",268,"h21","Кем 16-ый член семьи приходится 14-му члену семьи?","Who the 16th member of the family has to 14th member of the family?"
"269","qb169.15",269,"h21","Кем 16-ый член семьи приходится 15-му члену семьи?","Who the 16th member of the family has to 15th member of the family?"
"270","qb17.1",270,"h21","Наличие индивидуального вопросника","The presence of individual questionnaire"
"271","qidind17",271,"h21","индивидуальный номер 17-го члена","individual number 17th member"
"272","qb17.2.1",272,"h21","Сейчас является членом Вашей семьи; домохозяйства?","Is now a member of your family; household?"
"273","qb172.23",273,"h21","Почему (он/она) больше не является членом Вашей семьи; домохозяйства?","Why (he / she) is no longer a member of your family; household?"
"274","qb17.3",274,"h21","Сколько месяцев из последних 12 (он/она) жили в Вашей семье; домохозяйстве?","How many months of the last 12 (he / she) live in your household; household?"
