"nro","varcode","russian"
382,"rc7.6","У Вас в доме есть телефон (НЕ СОТОВЫЙ!)?"
383,"rc9.1.1a","У Вас есть холодильник; не требующий разморозки (NO FROST)?"
384,"rc9.1.1b","Сколько лет холодильнику; не требующему разморозки?"
385,"rc9.2a","У Вас есть отдельная морозильная камера?"
386,"rc9.2b","Сколько лет морозильной камере?"
387,"rc9.3.2a","У Вас есть стиральная машина-автомат?"
388,"rc9.3.2b","Сколько лет стиральной машине-автомат?"
389,"rc9.3.1a","У Вас есть микроволновая печь?"
390,"rc9.3.1b","Сколько лет микроволновой печи?"
391,"rc9.3.3a","У Вас есть посудомоечная машина?"
392,"rc9.3.3b","Сколько лет посудомоечной машине?"
393,"rc9.5.1a","У Вас есть телевизор цветной; не плоский?"
394,"rc9.5.1b","Сколько лет телевизору цветному; не плоскому?"
395,"rc9.5.2a","У Вас есть телевизор плоский - плазменный или жидкокристаллический?"
396,"rc9.5.2b","Сколько лет телевизору плоскому - плазменному или жидкокристаллическому?"
397,"rc9.6a","У Вас есть видеомагнитофон или видеоплейер?"
398,"rc9.6b","Сколько лет видеомагнитофону или видеоплейеру?"
399,"rc9.6.0a","У Вас есть DVD-проигрыватель; DVD-плеер?"
400,"rc9.6.0b","Сколько лет DVD-проигрывателю; DVD-плееру?"
401,"rc9.621a","У Вас есть компьютер стационарный?"
402,"rc9.621b","Сколько лет компьютеру стационарному?"
403,"rc9.622a","У Вас есть компьютер переносной - ноутбук; лэптоп?"
404,"rc9.622b","Сколько лет компьютеру переносному - ноутбуку; лэптопу?"
405,"rc9.623a","У Вас есть низкоскоростной выход в Интернет через обычную телефонную линию; через мобильный телефон; модем по технологии GPRS?"
406,"rc9.623b","Сколько лет низкоскоростному выходу в Интернет через обычную телефонную линию; через мобильный телефон; модем по технологии GPRS?"
407,"rc9.624a","У Вас есть высокоскоростной выход в Интернет - через кабель; телефонную линию по технологии DSL; например; <Стрим>; через спутник; через мобильный телефон по технологии 3G; UMTS; через Wi-Fi;WiMax?"
408,"rc9.624b","Сколько лет высокоскоростному выходу в Интернет - через кабель; телефонную линию по технологии DSL; например; <Стрим>; через спутник; через мобильный телефон по технологии 3G; UMTS; через Wi-Fi;WiMax?"
409,"rc9.6.3a","У Вас есть цифровой фотоаппарат?"
410,"rc9.6.3b","Сколько лет цифровому фотоаппарату?"
411,"rc9.631a","У Вас есть цифровая видеокамера?"
412,"rc9.631b","Сколько лет цифровой видеокамере?"
413,"rc9.6.4a","У Вас есть MP3-плеер?"
414,"rc9.6.4b","Сколько лет MP3-плееру?"
415,"rc9.6.5a","У Вас есть GPRS-навигатор?"
416,"rc9.6.5b","Сколько лет GPRS-навигатору?"
417,"rc9.7.2a","У Вас есть отечественный легковой автомобиль?"
418,"rc9.7.2b","Сколько лет отечественному легковому автомобилю?"
419,"rc9.7.3a","У Вас есть легковой автомобиль иностранной модели?"
420,"rc9.7.3b","Сколько лет легковому автомобилю иностранной модели?"
421,"rc9.7.1a","У Вас есть грузовой автомобиль?"
422,"rc9.7.1b","Сколько лет грузовому автомобилю?"
423,"rc9.8a","У Вас есть мотоцикл; мотороллер; моторная лодка?"
424,"rc9.8b","Сколько лет мотоциклу; мотороллеру; моторной лодке?"
425,"rc9.8.1a","У Вас есть взрослый велосипед?"
426,"rc9.8.1b","Сколько лет взрослому велосипеду?"
427,"rc9.9a","У Вас есть трактор или минитрактор?"
428,"rc9.9b","Сколько лет трактору или минитрактору?"
429,"rc9.9.1a","У Вас есть газонокосилка?"
430,"rc9.9.1b","Сколько лет газонокосилке?"
431,"rc9.13a","У Вас есть кондиционер воздуха?"
432,"rc9.13b","Сколько лет кондиционеру воздуха?"
433,"rc9.14a","У Вас есть спутниковая антенна?"
434,"rc9.14b","Сколько лет спутниковой антенне"
435,"rc9.15a","У Вас есть кабельное телевидение?"
436,"rc9.15b","Сколько лет кабельному телевидению?"
437,"rc9.101a","У Вас есть дача или другой дом; часть дома; садовый домик?"
438,"rc9.101b","Сколько лет даче или другому дому; части дома; садовому домику?"
439,"rc9.12a","У Вас есть другая квартира или часть квартиры?"
440,"rc9.12b","Сколько лет квартире или части квартиры?"
441,"rd1","В течение последних 12 месяцев у Вашей семьи была в пользовании какая-либо земля?"
442,"rd2","В настоящее время у Вашей семьи есть в пользовании какая-либо земля?"
443,"rd3","Сколько всего соток земли у Вашей семьи в настоящее время?"
444,"rd4","Кому принадлежит эта земля?"
