,year,file,var,russian,english
341,2006,FQ,AP12,Расходы на покупку безалкогольных напитков,Expenditures for the purchase of soft drinks
342,2006,FQ,AP13,Стоимость натуральных поступлений хлебобулочных изделий и крупы,The cost of natural receipts of bakery products and cereals
343,2006,FQ,AP14,Стоимость натуральных поступлений мяса и мясопродуктов,The cost of natural receipts of meat and meat products
344,2006,FQ,AP15,Стоимость натуральных поступлений рыбы и морепродуктов,The cost of natural receipts of fish and seafood
345,2006,FQ,AP16,"Стоимость натуральных поступлений молочных изделий, сыров","The cost of natural receipts dairy products, cheese"
346,2006,FQ,AP17,Стоимость натуральных поступлений яиц,The cost of natural receipts eggs
347,2006,FQ,AP18,Стоимость натуральных поступлений масла и жиров,The cost of natural oils and fats proceeds
348,2006,FQ,AP19,Стоимость натуральных поступлений фруктов,The cost of natural receipts fruit
349,2006,FQ,AP20,Стоимость натуральных поступлений овощей,The cost of natural receipts vegetables
350,2006,FQ,AP21,Стоимость натуральных поступлений картофеля,The cost of natural receipts potatoes
351,2006,FQ,AP22,Стоимость натуральных поступлений сахара и кондитерских изделий,The cost of natural receipts sugar and confectionery products
352,2006,FQ,AP23,Расходы на покупку табачных изделий,The cost of purchasing tobacco products
353,2006,FQ,AP24,Расходы на покупку одежды и обуви,Expenditures for the purchase of clothing and footwear
354,2006,FQ,AP25,"Расходы на оплату жилищных услуг, воды, электроэнергии, газа и другого топлива","Costs for housing services, water, electricity, gas and other fuels"
355,2006,FQ,AP26,"Расходы на покупку предметов домашнего обихода, бытовой техники и на повседневный уход за домом","Expenditures for the purchase of household items, household appliances and daily care of the house"
356,2006,FQ,AP27,Расходы на здравоохранение,Health expenditures
