,year,file,var,english,russian
340,2006,FQ,AP11,Expenditures for the purchase of other foods,Расходы на покупку других продуктов питания
341,2006,FQ,AP12,Expenditures for the purchase of soft drinks,Расходы на покупку безалкогольных напитков
342,2006,FQ,AP13,The cost of natural receipts of bakery products and cereals,Стоимость натуральных поступлений хлебобулочных изделий и крупы
343,2006,FQ,AP14,The cost of natural receipts of meat and meat products,Стоимость натуральных поступлений мяса и мясопродуктов
344,2006,FQ,AP15,The cost of natural receipts of fish and seafood,Стоимость натуральных поступлений рыбы и морепродуктов
345,2006,FQ,AP16,"The cost of natural receipts dairy products, cheese","Стоимость натуральных поступлений молочных изделий, сыров"
346,2006,FQ,AP17,The cost of natural receipts eggs,Стоимость натуральных поступлений яиц
347,2006,FQ,AP18,The cost of natural oils and fats proceeds,Стоимость натуральных поступлений масла и жиров
348,2006,FQ,AP19,The cost of natural receipts fruit,Стоимость натуральных поступлений фруктов
349,2006,FQ,AP20,The cost of natural receipts vegetables,Стоимость натуральных поступлений овощей
350,2006,FQ,AP21,The cost of natural receipts potatoes,Стоимость натуральных поступлений картофеля
351,2006,FQ,AP22,The cost of natural receipts sugar and confectionery products,Стоимость натуральных поступлений сахара и кондитерских изделий
352,2006,FQ,AP23,The cost of purchasing tobacco products,Расходы на покупку табачных изделий
353,2006,FQ,AP24,Expenditures for the purchase of clothing and footwear,Расходы на покупку одежды и обуви
354,2006,FQ,AP25,"Costs for housing services, water, electricity, gas and other fuels","Расходы на оплату жилищных услуг, воды, электроэнергии, газа и другого топлива"
355,2006,FQ,AP26,"Expenditures for the purchase of household items, household appliances and daily care of the house","Расходы на покупку предметов домашнего обихода, бытовой техники и на повседневный уход за домом"
356,2006,FQ,AP27,Health expenditures,Расходы на здравоохранение
