varcode,russian,english
rb17.9.4,Кем 17-ый член семьи приходится 4-му члену семьи? ,Who the 17th member of the family has to the 4th member of the family?
rb17.9.5,Кем 17-ый член семьи приходится 5-му члену семьи? ,Who the 17th member of the family has to 5th family member?
rb17.9.6,Кем 17-ый член семьи приходится 6-му члену семьи? ,Who the 17th member of the family has to the 6th member of the family?
rb17.9.7,Кем 17-ый член семьи приходится 7-му члену семьи? ,Who the 17th member of the family has to the 7th member of the family?
rb17.9.8,Кем 17-ый член семьи приходится 8-му члену семьи? ,Who the 17th member of the family has to the 8th member of the family?
rb17.9.9,Кем 17-ый член семьи приходится 9-му члену семьи? ,Who the 17th member of the family has to 9th family member?
rb17.910,Кем 17-ый член семьи приходится 10-му члену семьи? ,Who the 17th member of the family has to the 10th member of the family?
rb17.911,Кем 17-ый член семьи приходится 11-му члену семьи? ,Who the 17th member of the family has to the 11th member of the family?
rb17.912,Кем 17-ый член семьи приходится 12-му члену семьи? ,Who the 17th member of the family has to the 12th member of the family?
rb17.913,Кем 17-ый член семьи приходится 13-му члену семьи? ,Who the 17th member of the family has to the 13th member of the family?
rb17.914,Кем 17-ый член семьи приходится 14-му члену семьи? ,Who the 17th member of the family has to the 14th member of the family?
rb17.915,Кем 17-ый член семьи приходится 15-му члену семьи? ,Who the 17th member of the family has to the 15th member of the family?
rb17.916,Кем 17-ый член семьи приходится 16-му члену семьи? ,Who the 17th member of the family has to the 16th member of the family?
rb18.1,Наличие индивидуального вопросника ,Availability of individual questionnaire
ridind18,индивидуальный номер 18-го члена ,individual number of the 18 th member
rb18.2.1,Сейчас является членом Вашей семьи домохозяйства? ,Who is a member of your family household?
rb182.23,Почему (он/она) больше не является членом Вашей семьи домохозяйства? ,Why did (he / she) is no longer a member of your family household?
rb18.3,Сколько месяцев из последних 12 (он/она) жили в Вашей семье домохозяйстве? ,How many months out of the past 12 (he / she) live in your household the household?
rb18.4,Какого пола этот человек? ,What sex is this person?
rb18.5,В каком году (он/она) родились? ,In what year did (he / she) born?
rb18.9.1,Кем 18-ый член семьи приходится 1-му члену семьи? ,Who the 18th member of the family has to 1st family member?
rb18.9.2,Кем 18-ый член семьи приходится 2-му члену семьи? ,Who the 18th member of the family has to 2nd family member?
rb18.9.3,Кем 18-ый член семьи приходится 3-му члену семьи? ,Who the 18th member of the family has to 3rd family member?
rb18.9.4,Кем 18-ый член семьи приходится 4-му члену семьи? ,Who the 18th member of the family has to the 4th member of the family?
rb18.9.5,Кем 18-ый член семьи приходится 5-му члену семьи? ,Who the 18th member of the family has to 5th family member?
rb18.9.6,Кем 18-ый член семьи приходится 6-му члену семьи? ,Who the 18th member of the family has to the 6th member of the family?
rb18.9.7,Кем 18-ый член семьи приходится 7-му члену семьи? ,Who the 18th member of the family has to the 7th member of the family?
rb18.9.8,Кем 18-ый член семьи приходится 8-му члену семьи? ,Who the 18th member of the family has to the 8th member of the family?
rb18.9.9,Кем 18-ый член семьи приходится 9-му члену семьи? ,Who the 18th member of the family has to 9th family member?
rb18.910,Кем 18-ый член семьи приходится 10-му члену семьи? ,Who the 18th member of the family has to the 10th member of the family?
